adult,genres,id,imdb_id,overview,tagline,title,vote_average,vote_count,release_year,imdb_url
0,Action Crime Thriller,2085,tt0165929,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!","In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,6.0,334.0,2000,https://www.imdb.com/title/tt0165929/
0,Thriller Adventure Drama,9960,tt0057261,"Amidst a nuclear war, a plane carrying a group of schoolboys crash lands on a deserted island. With no adult survivors, the boys are forced to fend for themselves. At first they cooperate, but when the they split into two separate camps -- one led by the pragmatic Ralph and the other by militaristic Jack -- their society falls into disarray, leading to a disturbing examination of human nature and a chilling conclusion.","Evil is inherent in the human mind, whatever innocence may cloak it...",Lord of the Flies,6.6,164.0,1963,https://www.imdb.com/title/tt0057261/
0,Drama,990,tt0054997,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,243.0,1961,https://www.imdb.com/title/tt0054997/
0,Science Fiction Drama,840,tt0075860,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",We are not alone.,Close Encounters of the Third Kind,7.2,1122.0,1977,https://www.imdb.com/title/tt0075860/
0,Drama Mystery Horror,2291,tt0099871,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.,Jacob's Ladder,7.3,376.0,1990,https://www.imdb.com/title/tt0099871/
0,Comedy Drama,13531,tt0112950,The employees of an independent music store learn about each other as they try anything to stop the store being absorbed by a large chain.,They're selling music but not selling out.,Empire Records,6.6,188.0,1995,https://www.imdb.com/title/tt0112950/
0,Adventure Drama Fantasy Romance,526,tt0089457,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,6.8,264.0,1985,https://www.imdb.com/title/tt0089457/
0,Comedy Drama Romance Music,243,tt0146882,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.","A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,7.0,636.0,2000,https://www.imdb.com/title/tt0146882/
0,Adventure Animation Comedy Family,10501,tt0138749,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",They came for the gold... they stayed for the adventure.,The Road to El Dorado,7.0,892.0,2000,https://www.imdb.com/title/tt0138749/
0,Crime Drama Thriller,11478,tt0192614,"Luke's exultance at being selected for The Skulls (a secret society bred within the walls of a prominent Ivy League Campus) is soon overshadowed when he realises that all is 'not well in Wonderland'. For The Skulls is a breeding ground for the future powerful and elite. It's not only a far cry from his working class background, but it also hallows its own deep and dark secrets.",Getting in is easy. Getting out is a killer.,The Skulls,5.7,160.0,2000,https://www.imdb.com/title/tt0192614/
0,Adventure Fantasy Comedy Family,879,tt0102057,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",What if Peter Pan grew up?,Hook,6.7,1563.0,1991,https://www.imdb.com/title/tt0102057/
0,Western,17529,tt0065126,"The murder of her father sends a teenage tomboy, Mattie Ross (Kim Darby), on a mission of ""justice"", which involves avenging her father's death. She recruits a tough old marshal, ""Rooster"" Cogburn (John Wayne), because he has ""grit"", and a reputation of getting the job done. The two are joined by a Texas Ranger, La Boeuf (Glen Campbell), who is looking for the same man (Jeff Corey) for a separate murder in Texas. Their odyssey takes them from Fort Smith, Arkansas, deep into the Indian Territory (present day Oklahoma) to find their man.",The strangest trio ever to track a killer,True Grit,7.3,205.0,1969,https://www.imdb.com/title/tt0065126/
0,Drama Crime,11327,tt0077928,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".","Walk into the incredible true experience of Billy Hayes, and bring all the courage you can!",Midnight Express,7.6,309.0,1978,https://www.imdb.com/title/tt0077928/
0,Drama Thriller,1700,tt0100157,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.","Paul Sheldon used to write for a living. Now, he's writing to stay alive.",Misery,7.6,1085.0,1990,https://www.imdb.com/title/tt0100157/
0,Drama Science Fiction Adventure Mystery,593,tt0069293,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",,Solaris,7.7,364.0,1972,https://www.imdb.com/title/tt0069293/
0,Drama,10774,tt0074958,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,Not since the dawn of time has America experienced a man like Howard Beale!,Network,7.8,391.0,1976,https://www.imdb.com/title/tt0074958/
0,Action Drama Thriller,10083,tt0093640,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.","Is it a crime of passion, or an act of treason?",No Way Out,6.9,155.0,1987,https://www.imdb.com/title/tt0093640/
0,Drama Western,10747,tt0075029,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",...an army of one.,The Outlaw Josey Wales,7.4,303.0,1976,https://www.imdb.com/title/tt0075029/
0,Crime Drama Science Fiction Thriller,10559,tt0186151,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",The future is listening.,Frequency,7.0,473.0,2000,https://www.imdb.com/title/tt0186151/
0,Action Adventure Drama History War,10479,tt0160797,"Part war movie, part courtroom thriller, this gripping drama finds a war hero put on trial for a rescue mission gone terribly wrong with only his doubtful friend and fellow marine to represent him.",A hero should never have to stand alone.,Rules of Engagement,6.0,178.0,2000,https://www.imdb.com/title/tt0160797/
0,Comedy Drama Romance,13665,tt0082031,"Arthur is the most quotable drunk millionaire that is likely to ever steal your heart. Dudley Moore portrays Arthur, a thirty year old child who will inherit 750 million dollars if he complies with his family's demands and marries the woman of their choosing.","Not everyone who drinks is a poet, some of us drink because we're not.",Arthur,6.5,125.0,1981,https://www.imdb.com/title/tt0082031/
0,Comedy,12309,tt0086927,"This outrageously funny look at one man's final moments of bachelorhood stars Tom Hanks as Rick, reluctant recipient of a bachelor bash given by a group of friends who view partying as their full-time religion. Rick's worried fiancée, Debbie (Tawny Kitaen), dresses up in disguise and crashes the party to spy on her future husband.",A man's tradition every woman should know about.,Bachelor Party,5.8,156.0,1984,https://www.imdb.com/title/tt0086927/
0,Comedy Drama Family,1552,tt0098067,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.","A comedy about life, love and the gentle art of raising children.",Parenthood,6.4,177.0,1989,https://www.imdb.com/title/tt0098067/
0,Science Fiction Action Adventure Thriller,106,tt0093773,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.","If it bleeds, we can kill it...",Predator,7.3,2129.0,1987,https://www.imdb.com/title/tt0093773/
0,Comedy Drama,10468,tt0191754,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.",The Life of the Party... before she got a life.,28 Days,6.0,210.0,2000,https://www.imdb.com/title/tt0191754/
0,Thriller Drama Crime,1359,tt0144084,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",I think my mask of sanity is about to slip.,American Psycho,7.3,2128.0,2000,https://www.imdb.com/title/tt0144084/
0,Comedy,4967,tt0171433,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.","If you have to believe in something, you may as well believe in love.",Keeping the Faith,5.9,161.0,2000,https://www.imdb.com/title/tt0171433/
0,Drama Music Romance,10784,tt0068327,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",Life is a Cabaret,Cabaret,7.4,210.0,1972,https://www.imdb.com/title/tt0068327/
0,Drama Horror Thriller,10242,tt0056687,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.","Sister Sister, Oh So Fair! Why Is There Blood All Over Your Hair?",What Ever Happened to Baby Jane?,7.9,210.0,1962,https://www.imdb.com/title/tt0056687/
0,Thriller,10518,tt0074860,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",One man's dangerous attempts to clear his father's name.,Marathon Man,7.2,227.0,1976,https://www.imdb.com/title/tt0074860/
0,Comedy,11977,tt0080487,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",The snobs against the slobs!,Caddyshack,6.7,370.0,1980,https://www.imdb.com/title/tt0080487/
0,Action Drama Thriller War,3536,tt0141926,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,6.1,345.0,2000,https://www.imdb.com/title/tt0141926/
0,Drama Romance,1443,tt0159097,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.","Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,7.1,841.0,1999,https://www.imdb.com/title/tt0159097/
0,Comedy Drama Romance,10564,tt0198021,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.",Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,159.0,2000,https://www.imdb.com/title/tt0198021/
0,Action Drama Adventure,98,tt0172495,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",A Hero Will Rise.,Gladiator,7.9,5566.0,2000,https://www.imdb.com/title/tt0172495/
0,Adventure Comedy,5683,tt0089791,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",The story of a rebel and his bike.,Pee-wee's Big Adventure,6.6,239.0,1985,https://www.imdb.com/title/tt0089791/
0,Animation Family,10567,tt0130623,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,You have never seen anything like this.,Dinosaur,6.2,563.0,2000,https://www.imdb.com/title/tt0130623/
0,Comedy Adventure,9285,tt0215129,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,The greatest college tradition of all.,Road Trip,5.9,550.0,2000,https://www.imdb.com/title/tt0215129/
0,Action Comedy Crime,10569,tt0196216,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,They took a bite out of crime,Small Time Crooks,6.4,155.0,2000,https://www.imdb.com/title/tt0196216/
0,Drama Horror,21484,tt0082933,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",Murder. Evil. Infidelity. Madness.,Possession,6.9,153.0,1981,https://www.imdb.com/title/tt0082933/
0,Adventure Action Thriller,955,tt0120755,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",Expect the impossible again.,Mission: Impossible II,5.9,1966.0,2000,https://www.imdb.com/title/tt0120755/
0,Adventure Action Comedy Western,8584,tt0184894,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.",The old west meets the far east.,Shanghai Noon,6.2,756.0,2000,https://www.imdb.com/title/tt0184894/
0,Adventure Action Thriller,668,tt0064757,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,6.5,464.0,1969,https://www.imdb.com/title/tt0064757/
0,Adventure Action Thriller,691,tt0076752,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,The Spy Who Loved Me,6.6,515.0,1977,https://www.imdb.com/title/tt0076752/
0,Action Adventure Thriller Science Fiction,698,tt0079574,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,Outer space now belongs to 007.,Moonraker,5.9,551.0,1979,https://www.imdb.com/title/tt0079574/
0,Adventure Action Thriller,682,tt0071807,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,The man with the golden gun is ready to assassinate James Bond.,The Man with the Golden Gun,6.4,533.0,1974,https://www.imdb.com/title/tt0071807/
0,Thriller Drama Crime Romance,2768,tt0080365,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",His business is pleasure!,American Gigolo,5.9,137.0,1980,https://www.imdb.com/title/tt0080365/
0,Action Adventure Drama War,10911,tt0054953,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",The Greatest High Adventure Ever Filmed!,The Guns of Navarone,7.3,191.0,1961,https://www.imdb.com/title/tt0054953/
0,Drama Romance,6003,tt0063518,"Director Franco Zeffirelli's beloved version of one of the most well-known love stories in the English language. Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",No ordinary love story...,Romeo and Juliet,7.3,145.0,1968,https://www.imdb.com/title/tt0063518/
0,Western Comedy,11072,tt0071230,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",Never give a saga an even break!,Blazing Saddles,7.2,619.0,1974,https://www.imdb.com/title/tt0071230/
0,Drama Fantasy Horror Science Fiction,985,tt0074486,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",Where your nightmares end...,Eraserhead,7.5,500.0,1977,https://www.imdb.com/title/tt0074486/
0,Documentary,14002,tt0103767,"This is a paralyzingly beautiful documentary with a global vision: an odyssey through landscape and time, that is an attempt to capture the essence of life.",A world beyond words.,Baraka,8.0,156.0,1992,https://www.imdb.com/title/tt0103767/
0,Western,938,tt0059578,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.","The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!",For a Few Dollars More,7.8,988.0,1965,https://www.imdb.com/title/tt0059578/
0,Action Crime Thriller,10648,tt0070355,"""Dirty"" Harry Calahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",A man's got to know his limitations.,Magnum Force,7.1,251.0,1973,https://www.imdb.com/title/tt0070355/
0,Crime Drama Thriller,11368,tt0086979,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",Breaking up is hard to do.,Blood Simple,7.3,308.0,1984,https://www.imdb.com/title/tt0086979/
0,Drama Horror Science Fiction Thriller,1551,tt0099582,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",Some lines shouldn't be crossed.,Flatliners,6.3,413.0,1990,https://www.imdb.com/title/tt0099582/
0,Comedy,10246,tt0084522,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",Keep an eye out for the funniest movie about growing up ever made!,Porky's,6.1,185.0,1981,https://www.imdb.com/title/tt0084522/
0,Science Fiction Action Thriller,169,tt0100403,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,6.0,743.0,1990,https://www.imdb.com/title/tt0100403/
0,Action Science Fiction,865,tt0093894,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,6.4,713.0,1987,https://www.imdb.com/title/tt0093894/
0,Action Adventure Romance Science Fiction,9663,tt0088172,An alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona. The government tries to stop them.,"In 1977 Voyager II was launched into space, inviting all lifeforms in the universe to visit our planet. Get ready. Company's coming.",Starman,6.6,219.0,1984,https://www.imdb.com/title/tt0088172/
0,Adventure Action Thriller Science Fiction,9659,tt0079501,"In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.",The Maximum Force Of The Future,Mad Max,6.6,1235.0,1979,https://www.imdb.com/title/tt0079501/
0,Adventure Action Thriller Science Fiction,8810,tt0082694,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.","When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,981.0,1981,https://www.imdb.com/title/tt0082694/
0,Action Adventure Science Fiction,9355,tt0089530,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",Two men enter. One man leaves.,Mad Max Beyond Thunderdome,5.9,765.0,1985,https://www.imdb.com/title/tt0089530/
0,Action Adventure Comedy Romance,1727,tt0099141,"A FBI informant has kept his new identity secret for 15 years, now an old flame has recognised him and the bad guys are back for revenge.",He's every woman's dream and one woman's nightmare,Bird on a Wire,5.9,209.0,1990,https://www.imdb.com/title/tt0099141/
0,Horror Mystery Thriller,635,tt0092563,"The down-and-out private detective Harry Angel is ordered, by a mysterious man named Louis Cyphre, to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself as Harry Angel goes on a supernatural journey into his soul.",Harry Angel has been hired in search for the truth. Pray he doesn't find it.,Angel Heart,7.0,326.0,1987,https://www.imdb.com/title/tt0092563/
0,Drama Romance,10068,tt0091635,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",They Broke Every Rule,Nine 1/2 Weeks,5.8,183.0,1986,https://www.imdb.com/title/tt0091635/
0,Fantasy Drama Horror Action Thriller,11495,tt0087262,"As youths, Andy McGee (David Keith) and his future wife, Vicky (Heather Locklear), participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie (Drew Barrymore), begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""",Will she have the power... to survive?,Firestarter,5.9,174.0,1984,https://www.imdb.com/title/tt0087262/
0,Action Crime Thriller,9679,tt0187078,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.","Ice Cold, Hot Wired.",Gone in Sixty Seconds,6.1,1511.0,2000,https://www.imdb.com/title/tt0187078/
0,Action Crime,17814,tt0074156,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,L.A.'s deadliest street gang just declared war on the cops.,Assault on Precinct 13,7.1,223.0,1976,https://www.imdb.com/title/tt0074156/
0,Drama Horror Thriller,11879,tt0093605,A mid-western farm boy reluctantly becomes a member of the undead when a girl he meets turns out to be part of a band of southern vampires who roam the highways in stolen cars.,"In one hot hungry kiss, he gave her everlasting love. She gave him everlasting life.",Near Dark,6.8,149.0,1987,https://www.imdb.com/title/tt0093605/
0,Crime Drama Mystery,592,tt0071360,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",Harry Caul is an invader of privacy. The best in the business.,The Conversation,7.5,377.0,1974,https://www.imdb.com/title/tt0071360/
0,Crime Drama History,9040,tt0070666,The real-life struggle of an honest New York City cop against a corrupt system.,Many of his fellow officers considered him the most dangerous man alive - An honest cop.,Serpico,7.5,429.0,1973,https://www.imdb.com/title/tt0070666/
0,Action Adventure Comedy Fantasy,6978,tt0090728,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",Adventure doesn't come any bigger!,Big Trouble in Little China,7.1,727.0,1986,https://www.imdb.com/title/tt0090728/
0,Crime Drama,3133,tt0069762,"Dramatization of the Starkweather-Fugate killing spree of the 1950s, in which a teenage girl and her twenty-something boyfriend slaughtered her entire family and several others in the Dakota badlands.",In 1959 a lot of people were killing time. Kit and Holly were killing people.,Badlands,7.5,301.0,1973,https://www.imdb.com/title/tt0069762/
0,Animation Action Science Fiction Family Adventure,7450,tt0120913,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Dredge are bent on mankind's destruction.","When Earth Ends, The Adventure Begins.",Titan A.E.,6.3,320.0,2000,https://www.imdb.com/title/tt0120913/
0,Animation Comedy Family,7443,tt0120630,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",This ain't no chick flick. It's poultry in motion.,Chicken Run,6.5,1190.0,2000,https://www.imdb.com/title/tt0120630/
0,Comedy,2123,tt0183505,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",From gentle to mental.,"Me, Myself & Irene",6.1,956.0,2000,https://www.imdb.com/title/tt0183505/
0,Drama History War Action,2024,tt0187393,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",Some things are worth fighting for.,The Patriot,6.8,1130.0,2000,https://www.imdb.com/title/tt0187393/
0,Drama,2133,tt0177971,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",The storm is coming.,The Perfect Storm,6.2,609.0,2000,https://www.imdb.com/title/tt0177971/
